Campus,Matricula,Estado,AdeudoEnero,AdeudoFebrero,AdeudoMarzo
UTEL,10567869,Activo,1999.3,16298,5558
UTEL,10327580,Activo,2100,2975,8177
UTEL,10326336,Activo,2100,-3048,3505
UTEL,10325667,Activo,2100,0,9098
UTEL,10325235,Activo,2100,2530,3967
UTEL,10324887,Activo,2100,3300,7098
UTEL,10324597,Activo,2100,2530,4074
UTEL,10324536,Activo,2100,0,7642
UTEL,10324432,Activo,1760,-378,-6072
UTEL,10323426,Activo,2100,3099,2829
UTEL,10323326,Activo,2100,2530,4100
UTEL,10322833,Activo,2100,126,6958
UTEL,10322762,Activo,2100,0,3635
UTEL,10322480,Activo,2050,2975,3635
UTEL,10322301,Activo,2100,0,2543
UTEL,10322210,Activo,2100,0,6192
UTEL,10322125,Activo,2100,0,3635
UTEL,10322063,Activo,500,1390,4199
UTEL,10321713,Activo,2100,0,3635
UTEL,10321634,Activo,2000,0,3405
UTEL,10321256,Activo,2000,0,7377
UTEL,10320603,Activo,2100,-17950,6842
UTEL,10320456,Activo,2000,15463,2530
UTEL,10320174,Activo,1500,0,2530
UTEL,10319395,Activo,2000,2530,1200
UTEL,10319032,Activo,1500,0,2530
UTEL,10317471,Activo,2175,0,3300
UTEL,10317357,Activo,2175,0,3274
UTEL,10317331,Activo,2000,0,2975
UTEL,10316867,Activo,2175,13429,3274
UTEL,10314846,Activo,1500,-9108,2530
UTEL,10313269,Activo,2175,0,8298
UTEL,10312300,Activo,2000,0,2975
UTEL,10311291,Activo,1675,18756,2835
UTEL,10308710,Activo,2000,1578,-10470
UTEL,10307172,Activo,1499,0,2975
UTEL,10301827,Activo,2000,6366,2530
UTEL,10297266,Activo,1760,17651,-16584.4
UTEL,10291663,Activo,5700,80,2975
UTEL,10014308,Activo,3151,0,0
UTEL,20326647,Activo,-1650,35,3099
UTEL,10326741,Activo,-1760,-111,16025
UTEL,10328920,Activo,-1760,0,18938
UTEL,20322825,Activo,2100,0,5970
UTEL,20321846,Activo,2100,71,14381
UTEL,20321532,Activo,2100,0,6260
UTEL,20321359,Activo,1522,500,7400
UTEL,20321221,Activo,2100,0,8966
UTEL,20318015,Activo,2175,0,3550
UTEL,20314151,Activo,1499,0,10314
UTEL,20308394,Activo,1675,0,3899
UTEL,20295356,Activo,1999,0,2975
UTEL,10327666,Activo,2100,0,7715
UTEL,10326138,Activo,2100,24094,-21648
UTEL,10325392,Activo,2100,-149,3899
UTEL,10325217,Activo,2100,12283.99,3899
UTEL,10324385,Activo,2100,0,4100
UTEL,10323303,Activo,2100,-31.18,3550
UTEL,10323293,Activo,2100,2000,5860
UTEL,10323177,Activo,2100,23818.25,3775
UTEL,10323140,Activo,2275,0,3075
UTEL,10322944,Activo,1760,0,3775
UTEL,10322836,Activo,2100,2970,3899
UTEL,10322494,Activo,2100,3360,3775
UTEL,10322231,Activo,2100,39321,3775
UTEL,10321866,Activo,2100,15333.8,5863
UTEL,10321171,Activo,2100,1069.6,3330
UTEL,10320861,Activo,2000,10770,5860
UTEL,10320438,Activo,2175,13144,3330
UTEL,10320301,Activo,1999,12965,4053
UTEL,10320077,Activo,2000,4266,3775
UTEL,10318924,Activo,1999.01,1200,3775
UTEL,10318210,Activo,1675,0,3775
UTEL,10318114,Activo,2175,0,4072
UTEL,10317990,Activo,2000,32,4100
UTEL,10317907,Activo,2175,0,5860
UTEL,10317385,Activo,2000,340,7400
UTEL,10316616,Activo,1500,0,12024
UTEL,10316175,Activo,0,161,23929
UTEL,10315229,Activo,1500,-3630,2530
UTEL,10314551,Activo,1500,0,2707
UTEL,10314071,Activo,2000,-9840,2404
UTEL,10310433,Activo,2000,0,6268
UTEL,10305512,Activo,2000,0,2975
UTEL,10303843,Activo,2000,23384,2530
UTEL,10303149,Activo,2000,0,5950
UTEL,10292240,Activo,2100,0,5244
UTEL,10287496,Activo,4168,0,2975
UTEL,10266233,Activo,2100,0,2975
UTEL,10023360,Activo,2091.34,6214,2975
UTEL,10018965,Activo,2000,7165,2530
UTEL,10018964,Activo,2000,3507,2530
UTEL,10333098,Activo,-1700,6354,2530
UTEL,20325989,Activo,-1650,4526,2530
UTEL,10331214,Activo,-1700,0,5060
UTEL,20331315,Activo,-1700,9562,5060
UTEL,10329990,Activo,-1760,7862,9341
UTEL,10329468,Activo,-1760,0,11207
UTEL,10319936,Activo,-1710,0,3099
UTEL,20325519,Activo,2100,0,5060
UTEL,20325412,Activo,2100,0,3300
UTEL,20316614,Activo,1500,0,2975
UTEL,20308998,Activo,2000,-3200,2975
UTEL,10582611,Activo,2100,8667,2530
UTEL,10577446,Activo,1191.23,6484,2975
UTEL,10573904,Activo,1949.01,-126,2530
UTEL,10327173,Activo,2100,2207,5452
UTEL,10325715,Activo,2100,0,5060
UTEL,10324967,Activo,2100,-51,2975
UTEL,10324295,Activo,2100,-24189,2898
UTEL,10323844,Activo,2100,0,6228
UTEL,10323746,Activo,2100,0,3274
UTEL,10323146,Activo,0,0,2530
UTEL,10323058,Activo,2100,0,6198
UTEL,10321125,Activo,1710,165,3316
UTEL,10320026,Activo,2175,0,3099
UTEL,10320012,Activo,1500,0,18181
UTEL,10319510,Activo,1500,0,3099
UTEL,10319435,Activo,2000,0,3099
UTEL,10319373,Activo,2000,202,2975
UTEL,10319335,Activo,2175,0,2530
UTEL,10318702,Activo,2000,0,3099
UTEL,10318674,Activo,1500,-253,3095.9
UTEL,10318405,Activo,3689,-19764,1921
UTEL,10318403,Activo,2175,0,6415
UTEL,10317974,Activo,1500,8921,3300
UTEL,10317633,Activo,1500,0,3099
UTEL,10317599,Activo,2000,563,2530
UTEL,10317564,Activo,1001,0,2750
UTEL,10316688,Activo,1500,0,2099
UTEL,10316188,Activo,1500,0,7200
UTEL,10315745,Activo,2175,0,-96.01
UTEL,10314394,Activo,3689,0,18676
UTEL,10313219,Activo,2000,0,2821
UTEL,10313134,Activo,3689,0,198
UTEL,10313105,Activo,1500,-5451.87,2972
UTEL,10312685,Activo,2000,134.64,2756
UTEL,10312684,Activo,3689,0,12924
UTEL,10309298,Activo,1675,13712,1850
UTEL,10309265,Activo,3689,2835,3724
UTEL,10293343,Activo,0,3540,3124
UTEL,10213079,Activo,2100,4587,2975
UTEL,10086566,Activo,2835,0,3300
UTEL,10037611,Activo,2869,0,2973
UTEL,20308078,Activo,2530,0,1500
UTEL,20302101,Activo,2530,0,2000
UTEL,10573168,Activo,7898,0,2100
UTEL,10308950,Activo,9098,0,2100
UTEL,10308267,Activo,4100,0,0
UTEL,10307095,Activo,2510,17811,2100
UTEL,10306118,Activo,3550,0,2150
UTEL,10305409,Activo,4340,0,2100
UTEL,10302599,Activo,4239,0,2509
UTEL,10301716,Activo,800,0,2000
UTEL,10299924,Activo,4100,-9288,2150
UTEL,10299812,Activo,3775,-13334,2175
UTEL,10297572,Activo,3330,0,2050
UTEL,10297544,Activo,3330,0,9380
UTEL,10294887,Activo,4100,3182,999
UTEL,10294306,Activo,7400,-14495,2000
UTEL,10285066,Activo,3330,0,1500
UTEL,10280320,Activo,9406,0,1500
UTEL,10276477,Activo,3330,13465,2000
UTEL,10255098,Activo,3575,2858,2000
UTEL,10230152,Activo,5907,18204,2550
UTEL,10025172,Activo,3130,0,2100
UTEL,20282111,Activo,5060,5010,3705
UTEL,20281754,Activo,2975,9447,3866
UTEL,20280217,Activo,10676,6762,-1
UTEL,20238230,Activo,5950,0,2100
UTEL,10278542,Activo,2530,38638,2150
UTEL,20268779,Activo,17465,0,4153
UTEL,20257963,Activo,9133,32579,-1700
UTEL,20091165,Activo,6158,0,1385
UTEL,10275430,Activo,3330,0,2150
UTEL,10273969,Activo,7308,2139,0
UTEL,10273925,Activo,3970.4,2140,1760
UTEL,10273861,Activo,3775,0,2150
UTEL,10272668,Activo,19149,-175,1949
UTEL,10268458,Activo,-8305,0,2150
UTEL,10267188,Activo,3874,0,2150
UTEL,10266529,Activo,3699,0,3677
UTEL,10264693,Activo,3426,0,3689
UTEL,10263132,Activo,3699,0,1470
UTEL,10261877,Activo,3699,0,1155
UTEL,10246415,Activo,3800,0,4145
UTEL,10154174,Activo,6034,0,2150
UTEL,10096022,Activo,3350,0,650
UTEL,10045357,Activo,3549.68,0,3689
UTEL,10252466,Activo,2975,-50039,3689
UTEL,10249751,Activo,2975,0,-13408
UTEL,20225670,Activo,2835,0,3677
UTEL,20098503,Activo,6534.25,0,2150
UTEL,10576648,Activo,3900,0,1155
UTEL,10251331,Activo,-9378.75,0,3689
UTEL,10251177,Activo,3575,0,2325
UTEL,10250419,Activo,3575,0,3689
UTEL,10250327,Activo,3350,0,2150
UTEL,10250203,Activo,2310,0,2150
UTEL,10249909,Activo,3575,1883,-35788
UTEL,10249759,Activo,0,0,2150
UTEL,10248789,Activo,600,-1650,1760
UTEL,10246787,Activo,-11222.2,0,1760
UTEL,10244426,Activo,3300,0,1760
UTEL,10244332,Activo,9941,0,1760
UTEL,10244216,Activo,1056,0,1760
UTEL,10244005,Activo,3900,0,1760
UTEL,10243911,Activo,4131,0,2325
UTEL,10243769,Activo,2396,0,1760
UTEL,10243435,Activo,3277.5,0,2150
UTEL,10243000,Activo,-11047,0,2325
UTEL,10242385,Activo,3575,0,2150
UTEL,10241566,Activo,6848,0,2150
UTEL,10241273,Activo,3124,0,2150
UTEL,10241155,Activo,9196.5,0,2325
UTEL,10240351,Activo,7183,0,2150
UTEL,10240082,Activo,3582,0,1760
UTEL,10237954,Activo,3350,0,1760
UTEL,10237727,Activo,-10359,0,1760
UTEL,10232091,Activo,6303,0,2150
UTEL,10231145,Activo,3750,-1650,2325
UTEL,10230192,Activo,13132,0,2150
UTEL,10230127,Activo,3577,0,5237
UTEL,10229737,Activo,9947,0,3664
UTEL,10229672,Activo,172,2247,4153
UTEL,10229548,Activo,3577,0,1949
UTEL,10229426,Activo,3435,147,5320
UTEL,10228987,Activo,3908,0,3677
UTEL,10228936,Activo,3577,0,3543
UTEL,10228685,Activo,2312,1605,2083
UTEL,10228600,Activo,2312,0,5394
UTEL,10228286,Activo,3356,0,2100
UTEL,10227471,Activo,7448,0,2325
UTEL,10227419,Activo,2312,0,2325
UTEL,10227370,Activo,9286,0,2150
UTEL,10227296,Activo,2977,0,2325
UTEL,10227273,Activo,4700,2315,2100
UTEL,10226702,Activo,3136,0,2150
UTEL,10226021,Activo,2312,0,2325
UTEL,10225565,Activo,1861,0,2275
UTEL,10225387,Activo,3577,0,2100
UTEL,10225383,Activo,3577,0,225328
UTEL,10225381,Activo,14634.04,0,407664
UTEL,10225305,Activo,3576,2315,180
UTEL,10225170,Activo,3908,-175,252
UTEL,10225099,Activo,13821,0,252
UTEL,10224990,Activo,3577,0,180
UTEL,10224983,Activo,3577,0,180
UTEL,10224935,Activo,3908,0,180
UTEL,10224719,Activo,1,0,3130
UTEL,10224593,Activo,3577,0,3999
UTEL,10224210,Activo,16858.23,0,3130
UTEL,10223722,Activo,3908,0,3150
UTEL,10223666,Activo,1813,0,6398
UTEL,10223524,Activo,3577,0,-1675
UTEL,10223479,Activo,598,0,3330
UTEL,10222986,Activo,13132,0,3465
UTEL,10222805,Activo,2055,2247,8177
UTEL,10222737,Activo,3577,94,3330
UTEL,10222706,Activo,3577,0,3330
UTEL,10221333,Activo,17606,0,4100
UTEL,10221300,Activo,6762,107,4074
UTEL,10221259,Activo,14814,0,3330
UTEL,10220181,Activo,0,-1650,3221
UTEL,10220031,Activo,3577,-1650,6064
UTEL,10219622,Activo,6249.2,-1700,4074
UTEL,10219437,Activo,13358.75,-3520,3330
UTEL,10215521,Activo,3577,-1760,3330
UTEL,10214365,Activo,3577,-68,3074
UTEL,10211346,Activo,19976,2315,4291
UTEL,10207809,Activo,459,0,4074
UTEL,10207611,Activo,27418,2140,4074
UTEL,10205949,Activo,18008,-500,4074
UTEL,10205510,Activo,2312,0,4074
UTEL,10204883,Activo,6305,0,7565
UTEL,10203566,Activo,27154,0,4100
UTEL,10202239,Activo,3576.9,0,10083
UTEL,10201140,Activo,3900,9467,4100
UTEL,10200758,Activo,3577,0,4100
UTEL,10198288,Activo,3136,0,3775
UTEL,10196923,Activo,2977,0,4074
UTEL,10196104,Activo,9398,0,4074
UTEL,10192219,Activo,14424,0,4100
UTEL,10097141,Activo,37102.39,2510,3330
UTEL,10095180,Activo,5693,0,800
UTEL,10092184,Activo,28631,0,3330
UTEL,10090348,Activo,4065,-42757,3330
UTEL,10090275,Activo,2977,0,3550
UTEL,10086381,Activo,3435,2510,4074
UTEL,10052976,Activo,2977,0,3330
UTEL,10051468,Activo,0,-5365,4074
UTEL,10050612,Activo,3577,-175,4074
UTEL,10036988,Activo,21999,5166,3330
UTEL,10035511,Activo,3575,0,2330
UTEL,10097009,Activo,-1650,600,3507
UTEL,20319446,Activo,2000,3507,3550
UTEL,20318812,Activo,2000,0,3183
UTEL,20318281,Activo,2000,0,5237
UTEL,20317120,Activo,2000,0,2530
UTEL,20316966,Activo,2175,0,3300
UTEL,20311746,Activo,2000,0,3300
UTEL,20309941,Activo,3105,9226,2530
UTEL,20308973,Activo,1500,0,2530
UTEL,20306896,Activo,2530,0,6158
UTEL,20191005,Activo,2175,0,3300
UTEL,10580701,Activo,2000,-149,2530
UTEL,10327464,Activo,2100,6486,3274
UTEL,10326665,Activo,2100,0,8000
UTEL,10326020,Activo,2100,0,2750
UTEL,10325932,Activo,3151,0,1710
UTEL,10325598,Activo,1760,0,3300
UTEL,10325472,Activo,2100,0,3330
UTEL,10324857,Activo,2100,0,3200
UTEL,10323344,Activo,2100,0,3098
UTEL,10323118,Activo,2275,7718,3099
UTEL,10321037,Activo,2100,-175,2975
UTEL,10318824,Activo,1500,0,3099
UTEL,10317897,Activo,2175,0,3274
UTEL,10317890,Activo,2000,0,-4004
UTEL,10317602,Activo,2175,0,2975
UTEL,10317276,Activo,2000,16081,3507.4
UTEL,10317245,Activo,3151,213,6300
UTEL,10317134,Activo,1500,-1,3518
UTEL,10317122,Activo,2175,0,6757
UTEL,10316456,Activo,1500,0,26294
UTEL,10316129,Activo,1500,800,193
UTEL,10315946,Activo,2000,0,1756
UTEL,10315753,Activo,1500,0,600
UTEL,10315620,Activo,1500,4116,9061
UTEL,10315327,Activo,2175,7166,-4111
UTEL,10314988,Activo,2175,0,4186
UTEL,10314149,Activo,1675,0,3131
UTEL,10312867,Activo,2175,0,3287
UTEL,10311465,Activo,1500,0,14500.5
UTEL,10311345,Activo,2175,-9586,-1868
UTEL,10311212,Activo,2175,0,3124
UTEL,10311066,Activo,1675,3400.6,3124
UTEL,10310564,Activo,1500,6202.8,-4799
UTEL,10307661,Activo,2000,2949,3124.5
UTEL,10307523,Activo,2000,2512,1796
UTEL,10305772,Activo,2000,3727.75,3465
UTEL,10247272,Activo,1500,8541,3465
UTEL,10042495,Activo,2018,0,7173
UTEL,10093179,Activo,8010,0,9490
UTEL,20310393,Activo,2707,0,-5911.4
UTEL,20308978,Activo,3274,0,3124
UTEL,20303694,Activo,2975,8868,180
UTEL,20299619,Activo,7181,-16500,3124
UTEL,20298154,Activo,2529.01,3577,1796
UTEL,20297124,Activo,4670,-141.6,2888
UTEL,20296816,Activo,5237,0,3124
UTEL,20295738,Activo,2530,0,3124
UTEL,20279854,Activo,2635,0,-5238.75
UTEL,20256443,Activo,11834,339,3150
UTEL,20048379,Activo,7377,0,3300
UTEL,20041354,Activo,3274,0,4141
UTEL,10563479,Activo,3130,0,2975
UTEL,10304747,Activo,4489,0,3300
UTEL,10303688,Activo,4489,0,3420
UTEL,10303549,Activo,2510,0,884
UTEL,10302838,Activo,3775,0,1710
UTEL,10302703,Activo,4496,108,3300
UTEL,10302654,Activo,4074,0,1710
UTEL,10302480,Activo,4100,0,-10056
UTEL,10301700,Activo,2510,0,3150
UTEL,10301417,Activo,3775,-5,2530
UTEL,10301350,Activo,4489,3636,-34872
UTEL,10300582,Activo,0,630.2,2975
UTEL,10300508,Activo,2975,0,3099
UTEL,10300010,Activo,4074,0,2530
UTEL,10299963,Activo,4489,0,1375
UTEL,10299806,Activo,4489,0,2835
UTEL,10299696,Activo,3550,0,0
UTEL,10299104,Activo,6493,0,-13670
UTEL,10297658,Activo,3275,-0.8,2750
UTEL,10296182,Activo,4489,0,2975
UTEL,10294403,Activo,4489,0,2975
UTEL,10294382,Activo,8000,0,2975
UTEL,10294335,Activo,3330,3785,3150
UTEL,10293589,Activo,4100,198,24397
UTEL,10290880,Activo,6958,0,2975
UTEL,10288396,Activo,3775,198,3590
UTEL,10288282,Activo,3330,0,-4597
UTEL,10263735,Activo,8236,0,2530
UTEL,10048592,Activo,3130,428,3098
UTEL,10289286,Activo,7378,0,-16285
UTEL,10288153,Activo,3689,4390,2975
UTEL,10286938,Activo,3689,0,2975
UTEL,10286923,Activo,7194,0,-16876.6
UTEL,10286728,Activo,14072,0,13932
UTEL,10283572,Activo,3689,0,6300
UTEL,10283555,Activo,3689,0,9866
UTEL,10282867,Activo,-6703,0,-15779
UTEL,10282761,Activo,8152,0,2975
UTEL,10281736,Activo,12125,0,3300
UTEL,10271304,Activo,12125,0,3250
UTEL,10015810,Activo,-5668.62,0,2975
UTEL,20274007,Activo,21829,-10358.6,23107
UTEL,10278498,Activo,16330,0,-2160
UTEL,10276376,Activo,4489,0,3150
UTEL,10274545,Activo,4489,4065,3475
UTEL,10274299,Activo,4489,0,3150
UTEL,10274021,Activo,12369,-5608,2975
UTEL,10272711,Activo,7994,-3333,2975
UTEL,10269123,Activo,3699,3,3150
UTEL,10267354,Activo,4245,0,13124
UTEL,10266677,Activo,4289,4633,2530
UTEL,10264000,Activo,-11710.6,6,10331
UTEL,10257976,Activo,3782,7662,3274
UTEL,10257516,Activo,4464,0,3274
UTEL,10255458,Activo,3750,3783,2975
UTEL,10253148,Activo,19779,0,2530
UTEL,10247065,Activo,3900,0,216.2
UTEL,10232783,Activo,3775,0,3099
UTEL,10194074,Activo,4100,174,2530
UTEL,10051608,Activo,6843,2975,3099
UTEL,10049239,Activo,3305,0,3080
UTEL,10263625,Activo,3864,0,18738
UTEL,10263300,Activo,5605,0,3099
UTEL,10262254,Activo,8244,0,2530
UTEL,10260567,Activo,3689,3543,3099
UTEL,10257512,Activo,3929,178,3099
UTEL,10256821,Activo,3864,0,3098
UTEL,10256237,Activo,5566,0,3183
UTEL,10255946,Activo,7635,22824,2530
UTEL,10255294,Activo,3689,0,2403
UTEL,10255172,Activo,3689,8921,3428
UTEL,10254649,Activo,3689,0,3097
UTEL,10254644,Activo,4189,0,3150
UTEL,10253821,Activo,3689,0,-16514
UTEL,10253627,Activo,7636,0,3099
UTEL,10253559,Activo,-16532.32,-200,5237
UTEL,10253451,Activo,3689,0,3540
UTEL,10252827,Activo,3689,0,-15242
UTEL,10252464,Activo,3689,0,2950
UTEL,10237231,Activo,3499,2507,2530
UTEL,20232370,Activo,2834,3507,3150
UTEL,20230351,Activo,9139,0,3099
UTEL,20215236,Activo,5433,0,2530
UTEL,10251886,Activo,-7095,-500,3099
UTEL,10251084,Activo,4289,7554,2824
UTEL,10249983,Activo,4289,7554,3099
UTEL,10249429,Activo,3575,0,6548
UTEL,10248883,Activo,600,0,2530
UTEL,10248419,Activo,3575,8506,3099
UTEL,10247429,Activo,4289,0,2530
UTEL,10247423,Activo,20225,0,2530
UTEL,10246847,Activo,4289,8762,2530
UTEL,10246377,Activo,3900,0,-1479
UTEL,10245218,Activo,3122,0,2530
UTEL,10243798,Activo,4408,317,-3938
UTEL,10242687,Activo,3900,46,8921
UTEL,10241052,Activo,3130,7166,2530
UTEL,10240447,Activo,3630,0,3024
UTEL,10232496,Activo,2241,3783,5237
UTEL,10232040,Activo,2977,0,3099
UTEL,10230478,Activo,2435,-126,2975
UTEL,10222928,Activo,2312,-175,2975
UTEL,10222743,Activo,4024,-500,3099
UTEL,10222514,Activo,3577,0,3099
UTEL,10221403,Activo,4024,0,2683
UTEL,10220639,Activo,2419,0,17692
UTEL,10220447,Activo,2419,4131,0
UTEL,10220243,Activo,-0.8,0,3150
UTEL,10220163,Activo,2419,0,6162
UTEL,10220125,Activo,7750,0,3724
UTEL,10219979,Activo,3577,133,3124
UTEL,10218929,Activo,3577,0,0
UTEL,10210757,Activo,2519,0,0
UTEL,10209488,Activo,6305,0,1500
UTEL,10202057,Activo,2977,7516,2977
UTEL,10198543,Activo,1625,0,3577
UTEL,10195644,Activo,4023,0,1500
UTEL,10194007,Activo,2536,0,10995
UTEL,10193801,Activo,3308,-175,3724
UTEL,10193417,Activo,6554,9,5512
UTEL,10193085,Activo,6554,0,2977
UTEL,10192473,Activo,6112,0,2625
UTEL,10191758,Activo,15256,-4165.5,2977
UTEL,10191755,Activo,3874,0,3308
UTEL,10190903,Activo,3577,0,3308
UTEL,10098378,Activo,14721,1273,6603
UTEL,10097300,Activo,3575,0,3577
UTEL,10096255,Activo,3970,157,1449
UTEL,10089021,Activo,0,-1,4143.92
UTEL,10084693,Activo,2312,0,2312
UTEL,10083642,Activo,2982,-8797,3908
UTEL,10080662,Activo,68173,6366,547.34
UTEL,10077257,Activo,6284,0,2312
UTEL,10043283,Activo,8236,22,16968
UTEL,10036720,Activo,10720.55,516.84,2237
UTEL,10036351,Activo,3124,0,6521
UTEL,10033863,Activo,11897,1880.5,14728
UTEL,10032327,Activo,14415,1893,1220.26
UTEL,10022079,Activo,1884,2455,1905.68
UTEL,10012736,Activo,6554,11238,2835
UTEL,10005511,Activo,3577,13652,4074
UTEL,10004087,Activo,3577,0,3475
UTEL,10003373,Activo,18270,-198,2100
UTEL,10329711,Activo,-1650,0,2100
UTEL,10328229,Activo,-1825,-5675,-1650
UTEL,10331216,Activo,-1760,-9975,2099
UTEL,10313398,Activo,-1760,19144,2100
UTEL,10328531,Activo,-1760,18701,2100
UTEL,20573294,Activo,2000,0,2100
UTEL,20322024,Activo,3151,314,2100
UTEL,20321354,Activo,3151,0,2100
UTEL,20319962,Activo,2175,600,2100
UTEL,20318247,Activo,2175,90,2100
UTEL,20317797,Activo,2000,-2,450
UTEL,20317179,Activo,2000,0,2100
UTEL,20316191,Activo,2175,0,0
UTEL,20315829,Activo,2175,11240,2100
UTEL,20314531,Activo,2000,0,1760
UTEL,20313773,Activo,1500,0,2275
UTEL,20310066,Activo,2000,5829,1760
UTEL,10567722,Activo,-1840,0,0
UTEL,10327575,Activo,2100,0,2100
UTEL,10326199,Activo,2100,1500,2100
UTEL,10325886,Activo,2100,8311,0
UTEL,10325395,Activo,2100,0,2740
UTEL,10325234,Activo,2100,-4.4,2100
UTEL,10325038,Activo,2100,0,2100
UTEL,10324459,Activo,2100,5897.4,2275
UTEL,10322827,Activo,1760,2756,2275
UTEL,10322456,Activo,2100,10796,2100
UTEL,10321568,Activo,2100,2949,2275
UTEL,10321366,Activo,2000,19453,2100
UTEL,10320869,Activo,1660,0,2275
UTEL,10320693,Activo,2100,1114,2275
UTEL,10319975,Activo,1675,-1000,2100
UTEL,10319855,Activo,2100,2977,2000
UTEL,10319064,Activo,1500,0,1999.62
UTEL,10318314,Activo,2175,0,2100
UTEL,10317657,Activo,2000,0,2835
UTEL,10317516,Activo,3151,0,2000
UTEL,10317294,Activo,1213,0,2000
UTEL,10317150,Activo,2000,0,1500
UTEL,10316246,Activo,1500,-1,3105
UTEL,10315741,Activo,2000,0,2000
UTEL,10314512,Activo,2000,198,2175
UTEL,10314166,Activo,1500,0,1500
UTEL,10313505,Activo,1500,0,2000
UTEL,10313346,Activo,1500,12417,1675
UTEL,10312317,Activo,1500,0,1499
UTEL,10311710,Activo,1500,0,2175
UTEL,10308023,Activo,1675,0,2000
UTEL,10303744,Activo,2000,2140,2100
UTEL,10288448,Activo,1522,0,450
UTEL,10049629,Activo,400,0,2100
UTEL,10036035,Activo,2000,1830,2100
UTEL,20316977,Activo,1500,0,3866
UTEL,10567696,Activo,4355,0,2100
UTEL,10250344,Activo,0,0,2100
UTEL,10250296,Activo,4135,-1675,2100
UTEL,10241519,Activo,4580,0,2100
UTEL,20588533,Activo,6831,0,-1650
UTEL,20304890,Activo,3300,0,332062
UTEL,20301731,Activo,2530,0,609562
UTEL,20301399,Activo,5237,0,332062
UTEL,20297484,Activo,3274,0,332062
UTEL,20293564,Activo,2975,0,332062
UTEL,20292660,Activo,5237,2315,332062
UTEL,20292632,Activo,2530,3258,332062
UTEL,20290640,Activo,2975,-150,332062
UTEL,20275335,Activo,2530,0,0
UTEL,10573436,Activo,3130,0,-1047050
UTEL,10309911,Activo,7631,0,0
UTEL,10309482,Activo,9098,0,332062
UTEL,10309472,Activo,6037,0,332062
UTEL,10309321,Activo,3507,0,365269
UTEL,10309303,Activo,3775,2247,365269
UTEL,10306751,Activo,4100,0,365269
UTEL,10305459,Activo,3330,0,555906
UTEL,10304486,Activo,2775,0,555906
UTEL,10303573,Activo,3330,0,365269
UTEL,10301778,Activo,3775,0,0
UTEL,10301307,Activo,3330,0,365269
UTEL,10299677,Activo,3330,2247,0
UTEL,10296021,Activo,3330,-42451,498094
UTEL,10287046,Activo,3775,147,555906
UTEL,10197045,Activo,3507,-1760,365269
UTEL,20582802,Activo,2530,-1700,0
UTEL,20285156,Activo,6306,-1650,365269
UTEL,20082967,Activo,13893.59,-1760,-996188
UTEL,10293757,Activo,2975,-1760,365269
UTEL,10288046,Activo,2975,0,365269
UTEL,10287622,Activo,10686,0,498094
UTEL,10286800,Activo,4650,0,365269
UTEL,10282444,Activo,2975,0,365269
UTEL,10281838,Activo,1150,-2155,306268
UTEL,10281610,Activo,3099,0,365269
UTEL,10279516,Activo,-10536.6,0,610
UTEL,10275165,Activo,9300,0,259
UTEL,10048985,Activo,2530,-1650,426
UTEL,10011825,Activo,3300,-1700,400
UTEL,20265897,Activo,2530,-365269,400
UTEL,20265831,Activo,3274,332062,70408
UTEL,20264474,Activo,2975,0,126000
UTEL,20261719,Activo,2975,332062,94500
UTEL,20258709,Activo,2375,0,245
UTEL,20255763,Activo,3150,0,0
UTEL,10272709,Activo,4450,0,252
UTEL,10257932,Activo,2310,-996188,252
UTEL,10249168,Activo,3575,0,220
UTEL,10248964,Activo,2750,0,212
UTEL,10248748,Activo,3300,498094,228
UTEL,10247768,Activo,0,0,212
UTEL,10232253,Activo,2975,0,0
UTEL,10196628,Activo,3479,-996188,-407
UTEL,20565801,Activo,2975,0,212
UTEL,20251245,Activo,0,0,252
UTEL,20250014,Activo,2975,365269,252
UTEL,20249520,Activo,2975,-1111812,212
UTEL,20248873,Activo,3183,-1482416,13879
UTEL,20247271,Activo,2750,-365269,14490
UTEL,20245224,Activo,12524,-365269,17068
UTEL,20245081,Activo,1796,-407664,14490
UTEL,20244618,Activo,2975,0,-25360
UTEL,20241948,Activo,22430,0,22908
UTEL,20240723,Activo,2876,-365269,16380
UTEL,20238119,Activo,3691,-365269,14693
UTEL,20237786,Activo,3343,0,14459
UTEL,20237311,Activo,2975,0,5430
UTEL,20237182,Activo,-8837,400,25398
UTEL,20236726,Activo,1784,-70408,14690
UTEL,20235706,Activo,2975,0,14937
UTEL,20235067,Activo,7027,0,14690
UTEL,20219867,Activo,2835,0,14690
UTEL,20198943,Activo,229,0,14690
UTEL,20094294,Activo,0,214,11032
UTEL,10564187,Activo,3124,214,14690
UTEL,10251619,Activo,6758,0,-8738
UTEL,10251545,Activo,3575,244,14690
UTEL,10251127,Activo,3350,0,14690
UTEL,10243883,Activo,15764,0,17609
UTEL,10242070,Activo,3575,0,14690
UTEL,10238476,Activo,3124,0,800
UTEL,10238208,Activo,2325,0,14937
UTEL,10237491,Activo,3124,0,-4576
UTEL,10237067,Activo,1796,0,14690
UTEL,10236478,Activo,-4245,0,14690
UTEL,10236472,Activo,-4245,182,26441
UTEL,10236461,Activo,3124,0,14690
UTEL,10236027,Activo,3724,0,14690
UTEL,10235454,Activo,2657,0,17105
